Product_ID,Factory,Line,Shift,Product_Type,Process_Mode,Defect
CHIP-01036,B,L2,Day,Standard,Normal,0
CHIP-01037,B,L1,Day,Advanced,High_Speed,0
CHIP-01038,A,L2,Day,Advanced,Normal,0
CHIP-01039,A,L2,Day,Premium,Normal,0
CHIP-01040,A,L2,Night,Advanced,Normal,0
CHIP-01041,A,L2,Day,Advanced,Normal,0
CHIP-01042,C,L3,Day,Advanced,High_Speed,0
CHIP-01043,C,L3,Day,Advanced,High_Speed,0
CHIP-01044,C,L1,Day,Advanced,Normal,0
CHIP-01045,C,L2,Night,Premium,High_Speed,0
CHIP-01046,C,L3,Night,Standard,High_Speed,0
CHIP-01047,C,L3,Day,Premium,Normal,1
CHIP-01048,A,L1,Day,Standard,Normal,0
CHIP-01049,A,L1,Day,Advanced,Normal,0
CHIP-01050,C,L2,Day,Advanced,High_Speed,0
CHIP-01051,B,L2,Night,Premium,High_Speed,1
CHIP-01052,C,L1,Night,Premium,Normal,0
CHIP-01053,B,L3,Day,Standard,Normal,0
CHIP-01054,A,L1,Night,Advanced,High_Speed,0
CHIP-01055,A,L1,Night,Standard,Normal,0
CHIP-01056,C,L1,Night,Advanced,High_Speed,0
CHIP-01057,B,L1,Night,Standard,Normal,0
CHIP-01058,A,L1,Night,Advanced,Normal,0
CHIP-01059,B,L2,Day,Standard,Normal,1
CHIP-01060,B,L1,Day,Advanced,Normal,0
CHIP-01061,B,L2,Night,Advanced,Normal,0
CHIP-01062,B,L2,Day,Advanced,Normal,0
CHIP-01063,B,L2,Night,Standard,High_Speed,0
CHIP-01064,C,L3,Day,Standard,High_Speed,0
CHIP-01065,B,L3,Day,Standard,Normal,0
CHIP-01066,C,L2,Night,Premium,Normal,0
CHIP-01067,C,L2,Day,Advanced,Normal,0
CHIP-01068,C,L3,Day,Premium,Normal,1
CHIP-01069,C,L2,Day,Premium,Normal,0
CHIP-01070,B,L3,Night,Standard,Normal,0
CHIP-01071,B,L2,Day,Advanced,Normal,0
CHIP-01072,B,L1,Night,Premium,High_Speed,0
CHIP-01073,A,L1,Day,Advanced,Normal,0
CHIP-01074,A,L3,Night,Standard,Normal,0
CHIP-01075,A,L2,Day,Advanced,High_Speed,0
CHIP-01076,C,L3,Night,Premium,Normal,0
CHIP-01077,A,L2,Day,Advanced,Normal,1
CHIP-01078,B,L2,Day,Advanced,Normal,0
CHIP-01079,A,L1,Day,Advanced,Normal,0
CHIP-01080,A,L2,Night,Advanced,Normal,0
CHIP-01081,B,L1,Night,Standard,High_Speed,0
CHIP-01082,C,L2,Day,Premium,Normal,0
CHIP-01083,A,L1,Day,Standard,High_Speed,0
CHIP-01084,C,L3,Night,Premium,Normal,0
CHIP-01085,A,L2,Night,Standard,Normal,0
CHIP-01086,B,L1,Night,Advanced,Normal,0
CHIP-01087,A,L3,Day,Advanced,Normal,0
CHIP-01088,A,L2,Day,Advanced,High_Speed,0
CHIP-01089,A,L2,Day,Standard,Normal,0
CHIP-01090,A,L1,Day,Advanced,High_Speed,0
CHIP-01091,C,L2,Night,Advanced,High_Speed,0
CHIP-01092,B,L2,Day,Standard,High_Speed,0
CHIP-01093,A,L1,Day,Standard,Normal,0
CHIP-01094,C,L2,Day,Premium,Normal,0
CHIP-01095,B,L1,Day,Premium,High_Speed,0
CHIP-01096,A,L3,Night,Advanced,High_Speed,0
CHIP-01097,B,L3,Night,Advanced,High_Speed,0
CHIP-01098,A,L1,Night,Standard,Normal,0
CHIP-01099,C,L2,Day,Advanced,Normal,0
CHIP-01100,B,L1,Night,Advanced,Normal,0
CHIP-01101,A,L3,Night,Advanced,Normal,0
CHIP-01102,A,L1,Night,Advanced,Normal,0
CHIP-01103,A,L3,Day,Standard,High_Speed,0
CHIP-01104,B,L3,Day,Advanced,Normal,0
CHIP-01105,B,L1,Night,Standard,High_Speed,0
CHIP-01106,C,L3,Night,Premium,Normal,0
CHIP-01107,A,L2,Day,Standard,Normal,0
CHIP-01108,A,L1,Night,Standard,Normal,0
CHIP-01109,A,L3,Night,Advanced,High_Speed,0
CHIP-01110,B,L2,Night,Standard,Normal,1
CHIP-01111,B,L1,Day,Advanced,High_Speed,0
CHIP-01112,C,L3,Night,Premium,Normal,0
CHIP-01113,C,L3,Night,Advanced,Normal,0
CHIP-01114,A,L2,Day,Advanced,High_Speed,0
CHIP-01115,C,L2,Night,Premium,Normal,0
CHIP-01116,C,L3,Day,Standard,Normal,0
CHIP-01117,A,L1,Day,Standard,Normal,0
CHIP-01118,C,L2,Night,Premium,Normal,0
CHIP-01119,C,L1,Day,Premium,High_Speed,0
CHIP-01120,C,L3,Day,Premium,Normal,0
CHIP-01121,B,L3,Night,Standard,Normal,0
CHIP-01122,A,L1,Night,Advanced,Normal,0
CHIP-01123,C,L1,Night,Advanced,Normal,0
CHIP-01124,B,L3,Day,Standard,High_Speed,0
CHIP-01125,C,L2,Day,Advanced,Normal,0
CHIP-01126,A,L1,Day,Standard,High_Speed,0
CHIP-01127,A,L2,Day,Standard,Normal,0
CHIP-01128,C,L2,Day,Advanced,Normal,0
CHIP-01129,B,L1,Day,Standard,Normal,0
CHIP-01130,B,L3,Day,Advanced,High_Speed,0
CHIP-01131,C,L1,Day,Standard,Normal,0
CHIP-01132,C,L3,Night,Standard,Normal,0
CHIP-01133,B,L3,Night,Standard,Normal,0
CHIP-01134,A,L1,Day,Advanced,High_Speed,0
CHIP-01135,B,L3,Night,Premium,Normal,0
CHIP-01136,B,L2,Day,Standard,Normal,0
CHIP-01137,C,L3,Day,Premium,Normal,0
CHIP-01138,B,L2,Day,Advanced,Normal,0
CHIP-01139,B,L2,Night,Premium,Normal,1
CHIP-01140,A,L2,Day,Standard,Normal,0
CHIP-01141,A,L2,Day,Standard,Normal,0
CHIP-01142,A,L2,Day,Advanced,Normal,0
CHIP-01143,B,L2,Day,Advanced,Normal,0
CHIP-01144,C,L3,Day,Premium,Normal,0
CHIP-01145,C,L1,Day,Premium,High_Speed,0
CHIP-01146,B,L3,Night,Advanced,Normal,0
CHIP-01147,C,L2,Night,Premium,Normal,0
CHIP-01148,B,L1,Day,Advanced,Normal,1
CHIP-01149,B,L1,Night,Advanced,Normal,0
CHIP-01150,B,L3,Day,Advanced,Normal,0
CHIP-01151,B,L3,Night,Advanced,Normal,0
CHIP-01152,B,L2,Day,Standard,Normal,0
CHIP-01153,C,L3,Day,Premium,High_Speed,0
CHIP-01154,B,L1,Night,Standard,High_Speed,0
CHIP-01155,A,L1,Night,Standard,High_Speed,0
CHIP-01156,B,L1,Day,Standard,Normal,1
CHIP-01157,C,L2,Day,Standard,Normal,0
CHIP-01158,A,L2,Night,Standard,Normal,0
CHIP-01159,C,L1,Day,Standard,Normal,0
CHIP-01160,C,L1,Night,Standard,Normal,0
CHIP-01161,B,L2,Day,Standard,High_Speed,0
CHIP-01162,A,L1,Day,Standard,Normal,0
CHIP-01163,A,L2,Day,Premium,High_Speed,0
CHIP-01164,A,L2,Day,Standard,Normal,0
CHIP-01165,B,L1,Night,Standard,Normal,0
CHIP-01166,C,L1,Night,Premium,Normal,0
CHIP-01167,C,L3,Day,Premium,Normal,0
CHIP-01168,A,L2,Day,Standard,Normal,0
CHIP-01169,B,L2,Day,Standard,Normal,0
CHIP-01170,B,L2,Day,Advanced,High_Speed,0
CHIP-01171,B,L3,Day,Standard,Normal,0
CHIP-01172,B,L3,Day,Standard,Normal,0
CHIP-01173,C,L2,Night,Premium,Normal,0
CHIP-01174,B,L3,Night,Advanced,High_Speed,0
CHIP-01175,A,L2,Night,Standard,Normal,0
CHIP-01176,B,L2,Day,Standard,High_Speed,0
CHIP-01177,A,L2,Day,Advanced,Normal,0
CHIP-01178,C,L2,Day,Standard,Normal,0
CHIP-01179,C,L3,Night,Advanced,Normal,0
CHIP-01180,A,L1,Day,Standard,High_Speed,0
CHIP-01181,B,L2,Day,Standard,Normal,0
CHIP-01182,C,L1,Day,Advanced,High_Speed,0
CHIP-01183,B,L2,Day,Standard,Normal,0
CHIP-01184,B,L1,Day,Advanced,Normal,0
CHIP-01185,C,L2,Night,Standard,Normal,0
CHIP-01186,A,L3,Day,Premium,Normal,0
CHIP-01187,B,L1,Night,Advanced,Normal,0
CHIP-01188,A,L1,Night,Standard,Normal,0
CHIP-01189,A,L2,Day,Standard,High_Speed,0
CHIP-01190,C,L2,Day,Premium,Normal,0
CHIP-01191,C,L1,Night,Premium,High_Speed,0
CHIP-01192,B,L1,Day,Advanced,Normal,0
CHIP-01193,A,L1,Day,Standard,High_Speed,0
CHIP-01194,C,L1,Day,Advanced,Normal,0
CHIP-01195,A,L3,Day,Standard,Normal,0
CHIP-01196,B,L1,Night,Standard,Normal,0
CHIP-01197,A,L2,Night,Standard,High_Speed,0
CHIP-01198,B,L1,Day,Advanced,Normal,1
CHIP-01199,B,L3,Day,Advanced,Normal,0
CHIP-01200,A,L2,Day,Standard,Normal,0
CHIP-01201,B,L2,Day,Standard,Normal,0
CHIP-01202,B,L2,Night,Advanced,Normal,0
CHIP-01203,B,L1,Day,Advanced,Normal,0
CHIP-01204,B,L1,Night,Advanced,Normal,0
CHIP-01205,C,L2,Day,Premium,Normal,0
CHIP-01206,A,L2,Day,Standard,Normal,0
CHIP-01207,A,L1,Night,Standard,Normal,0
CHIP-01208,A,L1,Day,Premium,Normal,0
CHIP-01209,A,L2,Day,Advanced,Normal,0
CHIP-01210,B,L3,Night,Advanced,Normal,0
CHIP-01211,A,L3,Night,Advanced,Normal,1
CHIP-01212,A,L2,Day,Standard,Normal,0
CHIP-01213,A,L2,Night,Standard,Normal,0
CHIP-01214,B,L2,Day,Standard,Normal,0
CHIP-01215,C,L2,Day,Premium,Normal,0
CHIP-01216,B,L2,Day,Premium,Normal,0
CHIP-01217,C,L1,Day,Premium,Normal,1
CHIP-01218,A,L3,Day,Advanced,Normal,0
CHIP-01219,B,L1,Night,Standard,High_Speed,0
CHIP-01220,A,L1,Day,Premium,Normal,0
CHIP-01221,C,L1,Day,Standard,Normal,0
CHIP-01222,A,L3,Night,Premium,Normal,1
CHIP-01223,C,L1,Day,Standard,Normal,0
CHIP-01224,C,L3,Night,Standard,Normal,0
CHIP-01225,B,L2,Night,Advanced,Normal,0
CHIP-01226,B,L2,Day,Standard,High_Speed,0
CHIP-01227,B,L2,Day,Standard,High_Speed,1
CHIP-01228,A,L3,Day,Advanced,High_Speed,1
CHIP-01229,C,L2,Night,Premium,Normal,0
CHIP-01230,C,L2,Day,Advanced,High_Speed,0
CHIP-01231,A,L1,Day,Standard,Normal,0
CHIP-01232,A,L2,Day,Advanced,Normal,0
CHIP-01233,A,L3,Day,Standard,High_Speed,0
CHIP-01234,C,L1,Day,Advanced,High_Speed,0
CHIP-01235,B,L3,Day,Advanced,Normal,0
CHIP-01236,B,L1,Day,Premium,High_Speed,0
CHIP-01237,A,L3,Night,Standard,High_Speed,1
CHIP-01238,C,L3,Day,Premium,Normal,0
CHIP-01239,A,L3,Day,Standard,Normal,0
CHIP-01240,A,L2,Night,Advanced,Normal,0
CHIP-01241,C,L3,Day,Premium,High_Speed,0
CHIP-01242,C,L1,Day,Advanced,Normal,0
CHIP-01243,B,L2,Day,Standard,Normal,1
CHIP-01244,C,L3,Day,Premium,Normal,0
CHIP-01245,A,L1,Day,Advanced,Normal,0
CHIP-01246,A,L3,Night,Advanced,Normal,0
CHIP-01247,A,L1,Day,Standard,Normal,0
CHIP-01248,A,L1,Day,Standard,High_Speed,0
CHIP-01249,C,L3,Day,Advanced,Normal,1
CHIP-01250,B,L1,Night,Advanced,High_Speed,0
CHIP-01251,B,L2,Day,Advanced,High_Speed,0
CHIP-01252,C,L3,Night,Standard,Normal,0
CHIP-01253,A,L1,Day,Advanced,Normal,0
CHIP-01254,A,L1,Night,Standard,Normal,0
CHIP-01255,B,L1,Night,Advanced,High_Speed,0
CHIP-01256,C,L2,Day,Standard,Normal,0
CHIP-01257,B,L2,Night,Advanced,High_Speed,0
CHIP-01258,C,L3,Night,Standard,High_Speed,0
CHIP-01259,C,L2,Day,Premium,Normal,0
CHIP-01260,C,L1,Day,Premium,High_Speed,0
CHIP-01261,C,L1,Night,Advanced,High_Speed,0
CHIP-01262,B,L2,Night,Premium,Normal,0
CHIP-01263,C,L2,Night,Advanced,High_Speed,0
CHIP-01264,B,L3,Night,Advanced,Normal,0
CHIP-01265,B,L1,Day,Advanced,Normal,0
CHIP-01266,A,L3,Night,Standard,Normal,0
CHIP-01267,C,L2,Day,Premium,High_Speed,0
CHIP-01268,B,L3,Night,Premium,High_Speed,0
CHIP-01269,C,L3,Day,Premium,Normal,0
CHIP-01270,C,L3,Night,Standard,Normal,0
CHIP-01271,B,L2,Night,Standard,Normal,0
CHIP-01272,A,L1,Day,Advanced,Normal,0
CHIP-01273,A,L1,Night,Standard,Normal,0
CHIP-01274,B,L1,Night,Advanced,High_Speed,0
CHIP-01275,B,L2,Day,Premium,Normal,0
CHIP-01276,A,L3,Day,Advanced,Normal,0
CHIP-01277,B,L2,Day,Standard,Normal,0
CHIP-01278,B,L2,Day,Advanced,High_Speed,0
CHIP-01279,A,L1,Night,Standard,Normal,0
CHIP-01280,A,L2,Day,Premium,Normal,0
CHIP-01281,A,L1,Night,Advanced,Normal,0
CHIP-01282,C,L1,Day,Advanced,Normal,0
CHIP-01283,A,L1,Day,Standard,High_Speed,1
CHIP-01284,A,L3,Day,Standard,Normal,0
CHIP-01285,B,L2,Day,Advanced,High_Speed,1
CHIP-01286,B,L3,Night,Advanced,Normal,0
CHIP-01287,C,L2,Day,Advanced,Normal,0
CHIP-01288,B,L2,Night,Premium,Normal,0
CHIP-01289,B,L3,Night,Standard,Normal,0
CHIP-01290,C,L3,Day,Advanced,Normal,0
CHIP-01291,C,L1,Night,Premium,Normal,0
CHIP-01292,B,L1,Day,Advanced,Normal,1
CHIP-01293,B,L1,Night,Advanced,Normal,0
CHIP-01294,A,L2,Day,Standard,Normal,0
CHIP-01295,B,L1,Night,Standard,Normal,0
CHIP-01296,C,L3,Day,Premium,Normal,0
CHIP-01297,A,L1,Day,Premium,High_Speed,1
CHIP-01298,A,L3,Day,Advanced,High_Speed,0
CHIP-01299,B,L3,Day,Advanced,Normal,0
CHIP-01300,C,L3,Day,Premium,High_Speed,0
CHIP-01301,A,L2,Day,Advanced,Normal,0
CHIP-01302,C,L1,Day,Premium,Normal,0
CHIP-01303,A,L1,Day,Standard,Normal,0
CHIP-01304,C,L2,Day,Advanced,High_Speed,0
CHIP-01305,C,L3,Night,Premium,Normal,1
CHIP-01306,C,L1,Night,Premium,Normal,0
CHIP-01307,C,L2,Day,Premium,High_Speed,0
CHIP-01308,C,L3,Day,Advanced,High_Speed,0
CHIP-01309,C,L2,Day,Premium,High_Speed,0
CHIP-01310,B,L3,Night,Standard,Normal,0
CHIP-01311,B,L3,Night,Standard,Normal,0
CHIP-01312,A,L1,Day,Standard,Normal,0
CHIP-01313,A,L2,Day,Advanced,Normal,0
CHIP-01314,B,L1,Day,Advanced,Normal,1
CHIP-01315,A,L2,Day,Advanced,High_Speed,0
CHIP-01316,C,L3,Day,Premium,Normal,0
CHIP-01317,A,L1,Night,Standard,Normal,0
CHIP-01318,A,L3,Day,Standard,Normal,0
CHIP-01319,A,L3,Day,Advanced,Normal,0
CHIP-01320,A,L2,Night,Premium,High_Speed,0
CHIP-01321,A,L1,Night,Advanced,Normal,0
CHIP-01322,B,L1,Day,Standard,High_Speed,0
CHIP-01323,A,L2,Night,Advanced,Normal,0
CHIP-01324,C,L1,Day,Premium,Normal,1
CHIP-01325,B,L1,Day,Standard,Normal,0
CHIP-01326,C,L1,Day,Premium,Normal,0
CHIP-01327,C,L3,Day,Advanced,High_Speed,0
CHIP-01328,A,L1,Day,Advanced,High_Speed,0
CHIP-01329,A,L1,Night,Standard,Normal,1
CHIP-01330,C,L3,Night,Advanced,High_Speed,0
CHIP-01331,C,L1,Day,Advanced,Normal,0
CHIP-01332,A,L1,Day,Standard,Normal,0
CHIP-01333,B,L1,Day,Standard,High_Speed,0
CHIP-01334,A,L1,Day,Standard,High_Speed,0
CHIP-01335,A,L1,Night,Standard,High_Speed,0
CHIP-01336,A,L1,Day,Standard,Normal,0
CHIP-01337,C,L2,Day,Advanced,Normal,0
CHIP-01338,B,L1,Day,Standard,High_Speed,0
CHIP-01339,B,L1,Night,Premium,Normal,0
CHIP-01340,A,L2,Day,Standard,High_Speed,1
CHIP-01341,A,L2,Day,Advanced,High_Speed,0
CHIP-01342,A,L1,Day,Standard,High_Speed,0
CHIP-01343,B,L3,Night,Standard,Normal,0
CHIP-01344,C,L3,Day,Premium,Normal,0
CHIP-01345,C,L3,Day,Premium,Normal,1
CHIP-01346,A,L2,Day,Advanced,Normal,0
CHIP-01347,A,L1,Day,Standard,Normal,0
CHIP-01348,A,L1,Day,Standard,Normal,0
CHIP-01349,C,L2,Day,Advanced,Normal,0
CHIP-01350,B,L3,Night,Advanced,Normal,0
CHIP-01351,C,L3,Night,Premium,Normal,0
CHIP-01352,B,L1,Day,Advanced,Normal,0
CHIP-01353,B,L3,Day,Standard,Normal,0
CHIP-01354,B,L3,Day,Standard,Normal,0
CHIP-01355,B,L2,Night,Advanced,Normal,0
CHIP-01356,B,L3,Day,Standard,Normal,0
CHIP-01357,A,L1,Day,Standard,Normal,0
CHIP-01358,B,L2,Night,Premium,Normal,0
CHIP-01359,C,L3,Day,Premium,Normal,1
CHIP-01360,A,L1,Day,Standard,High_Speed,0
CHIP-01361,C,L3,Day,Advanced,High_Speed,0
CHIP-01362,C,L3,Day,Premium,Normal,0
CHIP-01363,B,L3,Day,Standard,Normal,0
CHIP-01364,B,L1,Night,Premium,High_Speed,0
CHIP-01365,A,L2,Day,Advanced,Normal,0
CHIP-01366,C,L1,Night,Advanced,Normal,0
CHIP-01367,C,L3,Day,Premium,Normal,0
CHIP-01368,C,L2,Night,Advanced,High_Speed,0
CHIP-01369,A,L2,Night,Standard,Normal,0
CHIP-01370,C,L3,Night,Premium,Normal,0
CHIP-01371,B,L2,Night,Standard,High_Speed,0
CHIP-01372,B,L2,Day,Standard,Normal,0
CHIP-01373,A,L2,Night,Premium,High_Speed,0
CHIP-01374,A,L2,Night,Advanced,High_Speed,0
CHIP-01375,B,L2,Day,Standard,High_Speed,0
CHIP-01376,B,L3,Day,Premium,Normal,0
CHIP-01377,C,L1,Night,Standard,Normal,1
CHIP-01378,A,L1,Night,Advanced,Normal,0
CHIP-01379,C,L2,Day,Advanced,Normal,1
CHIP-01380,B,L1,Night,Advanced,Normal,0
CHIP-01381,A,L2,Night,Advanced,Normal,0
CHIP-01382,A,L2,Day,Standard,Normal,0
CHIP-01383,C,L1,Day,Premium,High_Speed,0
CHIP-01384,C,L3,Day,Standard,High_Speed,0
CHIP-01385,A,L1,Day,Premium,Normal,0
CHIP-01386,B,L2,Day,Standard,Normal,0
CHIP-01387,B,L1,Night,Standard,Normal,0
CHIP-01388,B,L1,Night,Standard,Normal,0
CHIP-01389,B,L1,Night,Advanced,Normal,1
CHIP-01390,C,L2,Day,Premium,Normal,1
CHIP-01391,A,L2,Day,Advanced,Normal,0
CHIP-01392,A,L2,Day,Advanced,Normal,0
CHIP-01393,A,L1,Night,Standard,High_Speed,0
CHIP-01394,C,L2,Day,Advanced,High_Speed,0
CHIP-01395,B,L2,Day,Standard,Normal,0
CHIP-01396,A,L3,Night,Advanced,Normal,0
CHIP-01397,C,L1,Day,Premium,Normal,0
CHIP-01398,B,L2,Day,Advanced,Normal,0
CHIP-01399,B,L2,Day,Advanced,Normal,0
CHIP-01400,A,L2,Night,Standard,Normal,0
CHIP-01401,C,L2,Day,Advanced,Normal,0
CHIP-01402,C,L1,Day,Premium,High_Speed,0
CHIP-01403,A,L1,Night,Standard,High_Speed,0
CHIP-01404,A,L3,Night,Advanced,Normal,0
CHIP-01405,A,L2,Day,Standard,High_Speed,0
CHIP-01406,B,L2,Night,Standard,Normal,1
CHIP-01407,A,L2,Night,Standard,Normal,1
CHIP-01408,A,L1,Day,Standard,High_Speed,0
CHIP-01409,B,L2,Night,Advanced,Normal,0
CHIP-01410,C,L3,Day,Premium,Normal,0
CHIP-01411,B,L1,Night,Advanced,Normal,1
CHIP-01412,B,L3,Day,Standard,Normal,0
CHIP-01413,B,L1,Night,Advanced,Normal,0
CHIP-01414,C,L3,Night,Premium,High_Speed,0
CHIP-01415,C,L2,Day,Premium,High_Speed,0
CHIP-01416,C,L3,Night,Advanced,Normal,0
CHIP-01417,B,L3,Day,Advanced,Normal,0
CHIP-01418,B,L2,Day,Standard,High_Speed,0
CHIP-01419,A,L2,Night,Standard,High_Speed,0
CHIP-01420,C,L3,Night,Premium,Normal,0
CHIP-01421,B,L2,Night,Standard,High_Speed,0
CHIP-01422,B,L1,Night,Standard,High_Speed,0
CHIP-01423,B,L3,Day,Standard,Normal,0
CHIP-01424,A,L1,Day,Standard,Normal,0
CHIP-01425,B,L1,Night,Premium,High_Speed,0
CHIP-01426,A,L3,Night,Standard,High_Speed,0
CHIP-01427,A,L3,Day,Standard,Normal,0
CHIP-01428,A,L1,Day,Advanced,High_Speed,0
CHIP-01429,A,L1,Night,Standard,High_Speed,0
CHIP-01430,A,L1,Day,Standard,Normal,0
CHIP-01431,C,L3,Night,Advanced,Normal,0
CHIP-01432,B,L3,Day,Standard,High_Speed,0
CHIP-01433,B,L3,Day,Standard,Normal,0
CHIP-01434,B,L1,Day,Advanced,Normal,0
CHIP-01435,C,L1,Night,Standard,High_Speed,0
CHIP-01436,C,L2,Night,Premium,High_Speed,0
CHIP-01437,B,L1,Day,Premium,Normal,0
CHIP-01438,B,L1,Night,Standard,Normal,0
CHIP-01439,C,L1,Day,Advanced,High_Speed,0
CHIP-01440,C,L3,Day,Standard,Normal,0
CHIP-01441,A,L2,Night,Standard,Normal,0
CHIP-01442,B,L3,Day,Advanced,High_Speed,0
CHIP-01443,A,L1,Day,Standard,High_Speed,0
CHIP-01444,C,L3,Night,Standard,Normal,1
CHIP-01445,B,L2,Day,Standard,Normal,0
CHIP-01446,C,L2,Night,Standard,Normal,0
CHIP-01447,A,L2,Day,Advanced,Normal,0
CHIP-01448,B,L3,Day,Advanced,High_Speed,0
CHIP-01449,C,L1,Day,Premium,Normal,0
CHIP-01450,C,L3,Day,Premium,Normal,0
CHIP-01451,C,L2,Night,Advanced,Normal,0
CHIP-01452,A,L2,Day,Advanced,Normal,0
CHIP-01453,C,L3,Night,Standard,Normal,0
CHIP-01454,C,L3,Day,Premium,Normal,0
CHIP-01455,C,L2,Day,Advanced,Normal,0
CHIP-01456,B,L2,Night,Advanced,High_Speed,0
CHIP-01457,C,L2,Day,Advanced,High_Speed,0
CHIP-01458,A,L3,Day,Advanced,Normal,0
CHIP-01459,A,L3,Day,Advanced,Normal,0
CHIP-01460,A,L2,Day,Standard,Normal,0
CHIP-01461,B,L3,Day,Advanced,Normal,0
CHIP-01462,C,L3,Night,Standard,High_Speed,0
CHIP-01463,B,L3,Day,Standard,High_Speed,0
CHIP-01464,B,L1,Day,Standard,Normal,0
CHIP-01465,C,L2,Day,Premium,High_Speed,0
CHIP-01466,B,L2,Night,Advanced,Normal,0
CHIP-01467,B,L2,Day,Premium,Normal,0
CHIP-01468,B,L2,Day,Advanced,Normal,0
CHIP-01469,B,L3,Day,Advanced,Normal,0
CHIP-01470,B,L3,Night,Premium,Normal,0
CHIP-01471,C,L3,Day,Standard,Normal,0
CHIP-01472,B,L3,Night,Advanced,Normal,0
CHIP-01473,B,L3,Day,Standard,Normal,0
CHIP-01474,B,L2,Night,Standard,Normal,0
CHIP-01475,C,L1,Night,Premium,Normal,0
CHIP-01476,B,L3,Night,Standard,Normal,0
CHIP-01477,C,L1,Night,Premium,Normal,0
CHIP-01478,B,L2,Day,Premium,Normal,0
CHIP-01479,A,L1,Night,Advanced,Normal,0
CHIP-01480,B,L2,Day,Advanced,High_Speed,0
CHIP-01481,A,L1,Night,Advanced,Normal,0
CHIP-01482,A,L2,Day,Standard,High_Speed,0
CHIP-01483,A,L3,Night,Standard,Normal,0
CHIP-01484,C,L1,Day,Premium,High_Speed,0
CHIP-01485,B,L1,Night,Advanced,Normal,0
CHIP-01486,B,L3,Day,Advanced,High_Speed,0
CHIP-01487,B,L1,Day,Premium,Normal,0
CHIP-01488,B,L2,Day,Advanced,High_Speed,0
CHIP-01489,C,L3,Night,Premium,Normal,0
CHIP-01490,C,L3,Day,Advanced,Normal,0
CHIP-01491,C,L1,Night,Standard,Normal,0
CHIP-01492,A,L2,Night,Advanced,Normal,0
CHIP-01493,C,L3,Night,Advanced,Normal,0
CHIP-01494,C,L2,Night,Premium,Normal,0
CHIP-01495,A,L2,Day,Standard,Normal,0
CHIP-01496,A,L1,Night,Standard,Normal,0
CHIP-01497,A,L3,Day,Advanced,Normal,0
CHIP-01498,C,L1,Day,Advanced,Normal,0
CHIP-01499,B,L1,Day,Advanced,Normal,1
CHIP-01500,A,L1,Day,Standard,Normal,0
CHIP-01501,A,L3,Day,Premium,High_Speed,0
CHIP-01502,B,L2,Day,Premium,Normal,0
CHIP-01503,B,L1,Night,Advanced,High_Speed,0
CHIP-01504,B,L1,Day,Standard,Normal,0
CHIP-01505,A,L3,Night,Premium,Normal,0
CHIP-01506,B,L1,Night,Premium,High_Speed,0
CHIP-01507,C,L3,Night,Advanced,Normal,0
CHIP-01508,A,L2,Night,Advanced,Normal,0
CHIP-01509,B,L3,Night,Advanced,Normal,0
CHIP-01510,B,L2,Day,Standard,Normal,1
CHIP-01511,A,L3,Day,Advanced,Normal,0
CHIP-01512,C,L1,Day,Premium,High_Speed,0
CHIP-01513,C,L2,Day,Advanced,High_Speed,1
CHIP-01514,A,L1,Day,Advanced,Normal,0
CHIP-01515,A,L1,Day,Standard,Normal,0
CHIP-01516,A,L2,Night,Advanced,Normal,0
CHIP-01517,B,L2,Day,Standard,Normal,0
CHIP-01518,A,L3,Night,Premium,Normal,1
CHIP-01519,B,L3,Day,Standard,High_Speed,0
CHIP-01520,A,L1,Night,Standard,Normal,0
CHIP-01521,B,L2,Day,Advanced,Normal,0
CHIP-01522,C,L3,Night,Standard,Normal,0
CHIP-01523,A,L3,Night,Standard,Normal,0
CHIP-01524,C,L1,Day,Premium,High_Speed,0
CHIP-01525,C,L3,Night,Advanced,Normal,0
CHIP-01526,A,L1,Day,Advanced,Normal,0
CHIP-01527,C,L2,Night,Standard,Normal,0
CHIP-01528,B,L2,Day,Advanced,Normal,0
CHIP-01529,B,L1,Day,Advanced,Normal,0
CHIP-01530,B,L1,Day,Advanced,Normal,0
CHIP-01531,A,L2,Night,Standard,High_Speed,0
CHIP-01532,A,L1,Night,Standard,Normal,0
CHIP-01533,B,L2,Night,Standard,High_Speed,0
CHIP-01534,C,L2,Day,Standard,High_Speed,0
CHIP-01535,C,L3,Day,Premium,Normal,0
CHIP-01536,B,L2,Day,Advanced,High_Speed,0
CHIP-01537,A,L3,Day,Standard,Normal,0
CHIP-01538,A,L1,Day,Standard,High_Speed,0
CHIP-01539,C,L1,Day,Premium,Normal,0
CHIP-01540,A,L1,Day,Standard,High_Speed,0
CHIP-01541,C,L2,Night,Premium,Normal,0
CHIP-01542,A,L1,Day,Standard,Normal,0
CHIP-01543,A,L3,Night,Premium,High_Speed,1
CHIP-01544,A,L2,Night,Standard,High_Speed,0
CHIP-01545,B,L2,Night,Advanced,Normal,0
CHIP-01546,A,L3,Night,Standard,Normal,0
CHIP-01547,C,L3,Day,Premium,High_Speed,0
CHIP-01548,B,L2,Night,Standard,Normal,0
CHIP-01549,A,L2,Day,Advanced,Normal,0
CHIP-01550,B,L1,Day,Standard,Normal,0
CHIP-01551,B,L2,Night,Advanced,Normal,0
CHIP-01552,B,L1,Night,Advanced,Normal,0
