Wafer_ID,Lot_ID,Factory,Shift,Process_Mode,Product_Type,Material_Supplier,Chamber_ID,Temperature,Chamber_Pressure,Gas_Flow,Etch_Rate,Chamber_Humidity,Particle_Count,Thickness_Uniformity,Voltage_Stability,Cycle_Time,Defect
WAFER-00887,LOT-017,A,Night,Normal,Standard,S2,CH-01,457.52,2.723,125.1,1.737,34.35,23.4,0.963,0.9795,34.09,0
WAFER-00888,LOT-009,A,Day,Normal,Standard,S2,CH-02,484.51,2.77,121.28,1.463,42.39,24.1,0.9525,0.9906,31.91,0
WAFER-00889,LOT-037,B,Day,High_Speed,Standard,S1,CH-04,493.67,2.288,120.21,1.478,40.6,17.1,0.9287,0.9696,29.07,0
WAFER-00890,LOT-014,C,Night,Normal,Advanced,S3,CH-03,481.57,2.386,112.7,1.508,40.47,24.0,,0.961,29.94,0
WAFER-00891,LOT-026,A,Night,Normal,Standard,S1,CH-03,479.54,2.383,127.38,1.653,30.87,22.5,0.9519,0.9873,27.56,0
WAFER-00892,LOT-006,C,Day,Normal,Advanced,S2,CH-02,488.25,2.439,115.18,1.528,34.85,14.4,0.91,0.9592,34.21,0
WAFER-00893,LOT-011,B,Day,High_Speed,Advanced,S3,CH-01,465.48,2.566,133.09,1.62,51.86,20.3,0.9438,,29.52,0
WAFER-00894,LOT-025,A,Night,High_Speed,Premium,S1,CH-02,482.54,2.305,105.78,1.485,29.23,33.2,0.9201,0.9501,27.79,1
WAFER-00895,LOT-013,B,Night,Normal,Advanced,S1,CH-04,472.94,2.546,114.94,1.549,42.59,15.2,0.9278,0.9628,32.55,0
WAFER-00896,LOT-037,A,Night,Normal,Advanced,S1,CH-01,480.49,2.486,113.31,1.618,40.25,24.5,0.9779,0.9929,29.5,0
WAFER-00897,LOT-008,C,Day,Normal,Advanced,S1,CH-02,477.69,2.452,114.84,1.565,36.98,18.6,0.9427,0.9565,34.24,0
WAFER-00898,LOT-010,C,Night,Normal,Advanced,S1,CH-03,506.19,2.685,116.61,1.617,38.18,20.3,0.9101,0.9493,27.46,1
WAFER-00899,LOT-006,A,Day,Normal,Standard,S2,CH-01,477.79,2.483,127.77,1.562,40.43,16.0,0.9257,0.9617,33.84,0
WAFER-00900,LOT-022,B,Day,High_Speed,Standard,S1,CH-02,491.99,2.256,120.49,1.564,35.7,22.0,0.9664,0.9855,31.39,0
WAFER-00901,LOT-038,A,Day,Normal,Standard,S1,CH-01,492.36,2.385,117.89,1.554,42.18,18.2,0.9273,0.9687,29.23,0
WAFER-00902,LOT-011,A,Day,Normal,Advanced,S1,CH-01,474.23,2.519,117.85,1.524,29.59,20.0,0.9495,0.9882,29.83,0
WAFER-00903,LOT-038,A,Day,Normal,Standard,S3,CH-01,482.99,2.497,114.06,1.43,41.04,28.9,0.9239,0.9806,26.55,0
WAFER-00904,LOT-013,A,Night,Normal,Standard,S3,CH-04,472.35,3.006,125.37,1.582,37.7,22.9,0.9268,0.9576,31.76,0
WAFER-00905,LOT-021,B,Night,Normal,Advanced,S1,CH-01,464.89,2.448,130.81,1.682,42.8,18.9,0.9162,0.9534,28.68,0
WAFER-00906,LOT-019,B,Day,Normal,Advanced,S3,CH-01,482.6,2.488,122.61,1.548,36.57,15.7,0.8767,,37.25,0
WAFER-00907,LOT-010,A,Day,Normal,Standard,S1,CH-03,482.77,2.722,128.36,1.511,39.06,19.9,0.9073,0.9917,27.87,0
WAFER-00908,LOT-008,B,Day,Normal,Advanced,S1,CH-02,478.97,2.277,111.18,1.569,28.54,17.2,0.9716,0.9456,32.65,0
WAFER-00909,LOT-003,C,Day,Normal,Advanced,S2,CH-04,482.85,2.179,122.55,1.534,36.73,22.7,0.9065,0.9776,28.05,0
WAFER-00910,LOT-022,C,Night,High_Speed,Standard,S3,CH-02,501.2,2.398,112.06,1.528,30.87,29.1,0.9297,0.9604,29.77,0
WAFER-00911,LOT-001,A,Day,High_Speed,Premium,S3,CH-02,480.72,2.398,,1.669,41.29,17.0,0.9686,0.9898,33.11,0
WAFER-00912,LOT-033,B,Night,Normal,Premium,S2,CH-04,458.2,2.536,131.71,1.534,39.03,24.0,0.9331,0.9645,26.83,0
WAFER-00913,LOT-017,B,Day,Normal,Standard,S2,CH-03,482.67,2.521,127.04,1.546,40.7,20.1,0.9585,0.9742,32.49,0
WAFER-00914,LOT-037,A,Night,Normal,Advanced,S3,CH-02,453.5,3.414,135.85,1.797,40.45,23.4,0.9487,0.9878,28.56,0
WAFER-00915,LOT-023,C,Night,Normal,Premium,S1,CH-02,470.76,2.628,111.48,1.403,40.76,19.6,0.9518,0.9683,32.58,0
WAFER-00916,LOT-033,A,Day,Normal,Standard,S1,CH-01,471.58,2.707,112.41,1.627,23.25,18.2,0.9403,0.957,35.96,0
WAFER-00917,LOT-016,A,Day,Normal,Premium,S2,CH-01,467.11,2.09,108.01,1.477,45.79,18.9,0.9668,0.982,29.91,0
WAFER-00918,LOT-031,A,Day,Normal,Standard,S2,CH-02,467.76,2.47,122.93,1.495,29.46,18.8,0.9089,0.9821,29.74,0
WAFER-00919,LOT-009,C,Day,Normal,Advanced,S2,CH-01,483.91,2.59,120.4,1.557,33.05,25.9,0.9695,0.9532,31.46,0
WAFER-00920,LOT-027,C,Night,,Advanced,S1,CH-02,500.4,2.765,122.33,1.398,45.1,31.8,0.9102,0.9588,33.71,0
WAFER-00921,LOT-007,C,Night,Normal,Advanced,S1,CH-04,474.71,2.336,112.66,1.607,49.3,14.6,0.9586,0.9681,28.98,0
WAFER-00922,LOT-015,C,Night,Normal,Standard,S1,CH-03,480.11,2.465,119.09,1.589,49.79,22.7,0.9363,0.9743,28.52,0
WAFER-00923,LOT-029,A,Night,Normal,Standard,S2,CH-01,475.06,2.799,118.83,1.631,34.26,25.5,,0.9627,34.3,0
WAFER-00924,LOT-027,A,Day,Normal,Standard,S3,CH-02,471.88,2.98,130.03,1.648,33.22,16.9,0.9036,0.953,26.74,0
WAFER-00925,LOT-007,A,Day,Normal,Advanced,S1,CH-03,486.6,2.446,121.84,1.607,35.98,19.0,0.9127,0.9874,29.3,0
WAFER-00926,LOT-020,B,Night,Normal,Premium,S1,CH-01,481.28,2.537,117.26,1.631,35.82,29.2,0.9194,0.9766,33.34,1
WAFER-00927,LOT-019,B,Day,High_Speed,Standard,S2,CH-02,488.77,2.587,130.13,1.593,31.07,16.4,0.917,0.9715,30.86,0
WAFER-00928,LOT-003,C,Day,Normal,Advanced,S2,CH-02,482.91,2.514,115.62,1.532,34.58,19.4,0.972,0.9876,30.76,0
WAFER-00929,LOT-012,B,Night,Normal,Premium,S3,CH-04,470.09,2.631,109.51,1.467,33.05,19.8,0.9036,,29.75,0
WAFER-00930,LOT-034,C,Day,Normal,Premium,S1,CH-04,465.36,2.36,127.24,1.528,46.48,19.4,,0.9839,29.04,0
WAFER-00931,LOT-014,B,Night,Normal,Advanced,S1,CH-03,483.23,2.321,117.48,1.537,32.48,28.6,0.9014,0.9576,24.15,1
WAFER-00932,LOT-030,A,Day,High_Speed,Advanced,S2,CH-04,498.86,2.291,116.31,1.379,29.2,14.4,0.9272,0.9807,30.44,0
WAFER-00933,LOT-022,A,Night,Normal,Standard,S1,CH-02,471.5,2.494,,1.507,40.81,13.5,0.9517,0.9843,33.35,0
WAFER-00934,LOT-028,B,Night,Normal,Advanced,S1,CH-02,501.83,2.471,122.16,1.522,39.29,18.0,0.9043,0.9704,31.77,0
WAFER-00935,LOT-030,C,Day,High_Speed,Standard,S3,CH-03,489.3,2.67,113.8,1.622,31.92,18.9,0.9404,0.9553,21.5,0
WAFER-00936,LOT-012,A,Day,Normal,Standard,S3,CH-02,488.44,2.32,129.1,1.629,24.88,18.1,0.9399,,30.71,0
WAFER-00937,LOT-039,B,Day,Normal,Standard,S3,CH-01,469.57,,124.44,1.646,35.83,10.7,0.9389,0.974,33.96,0
WAFER-00938,LOT-010,A,Night,Normal,Premium,S1,CH-03,475.14,2.422,112.73,1.529,30.11,20.2,0.9379,0.9757,30.95,0
WAFER-00939,LOT-008,A,Night,Normal,Premium,S2,CH-02,479.41,2.568,122.72,1.488,33.93,28.5,0.9117,0.9665,30.96,0
WAFER-00940,LOT-017,A,Day,Normal,Standard,S1,CH-02,475.15,2.358,119.99,1.609,47.19,21.6,0.972,0.97,25.75,0
WAFER-00941,LOT-036,A,Day,Normal,Advanced,S1,CH-01,499.18,2.598,126.24,1.417,40.72,13.5,0.9632,0.9779,29.83,0
WAFER-00942,LOT-009,C,Day,Normal,Advanced,S3,CH-03,466.39,2.189,111.74,1.555,33.91,19.7,0.9285,0.9656,29.51,0
WAFER-00943,LOT-038,B,Night,Normal,Premium,S2,CH-02,472.32,2.365,121.51,1.611,37.99,21.5,0.929,0.9848,27.13,0
WAFER-00944,LOT-013,A,Day,Normal,Premium,S2,CH-03,475.36,2.343,121.81,1.646,40.36,20.3,0.9097,0.9833,24.27,0
WAFER-00945,LOT-031,C,Night,Normal,Standard,S2,CH-02,477.69,2.268,120.15,1.421,37.37,20.4,0.8925,0.9633,27.28,0
WAFER-00946,LOT-001,A,Night,Normal,Advanced,S3,CH-01,492.8,2.422,120.86,1.605,39.1,27.3,0.975,,30.2,0
WAFER-00947,LOT-024,B,Night,Normal,Premium,S1,CH-01,448.51,2.581,120.58,1.528,40.64,30.1,0.8692,0.9797,28.63,1
WAFER-00948,LOT-031,A,Day,Normal,Standard,S3,CH-01,476.4,2.55,129.65,1.673,34.13,26.3,0.952,0.9637,34.64,0
WAFER-00949,LOT-020,A,Day,Normal,Standard,S1,CH-03,452.47,2.358,118.09,1.411,38.18,21.8,0.8922,0.9641,86.96,0
WAFER-00950,LOT-011,A,Night,Normal,Standard,S2,CH-01,470.31,2.445,126.93,1.603,36.62,17.8,0.9409,0.9661,30.22,0
WAFER-00951,LOT-007,B,Day,High_Speed,Premium,S2,CH-01,492.31,2.785,119.32,1.497,35.43,22.3,0.9252,0.9965,26.86,0
WAFER-00952,LOT-002,A,Night,Normal,Advanced,S2,CH-03,491.62,2.146,110.8,1.425,41.44,13.9,0.935,0.9729,31.83,0
WAFER-00953,LOT-024,A,Day,Normal,Standard,S3,CH-03,488.57,2.568,127.96,1.548,44.39,13.4,0.9239,0.9613,28.16,0
WAFER-00954,LOT-026,A,Day,Normal,Standard,S3,CH-03,472.17,2.315,125.38,1.604,41.62,14.3,0.9148,0.973,28.34,0
WAFER-00955,LOT-038,A,Day,Normal,Standard,S1,CH-02,473.59,3.31,119.84,1.71,,20.3,0.9554,0.9557,30.11,0
WAFER-00956,LOT-038,C,Day,Normal,Standard,S2,CH-01,489.4,2.78,119.16,1.506,34.96,21.7,0.9124,0.9554,34.25,0
WAFER-00957,LOT-012,A,Day,Normal,Advanced,S3,CH-02,499.71,2.192,114.55,1.58,30.98,20.3,0.9311,0.9581,30.32,0
WAFER-00958,LOT-024,A,Day,Normal,Standard,S1,CH-01,459.66,2.46,128.67,1.599,39.09,13.8,0.945,0.9775,30.07,0
WAFER-00959,LOT-025,A,Night,Normal,Standard,S1,CH-04,485.47,2.528,118.3,1.763,46.64,16.1,0.9423,0.9791,25.19,0
WAFER-00960,LOT-005,A,Day,Normal,Standard,S1,CH-02,480.07,2.43,115.68,1.431,42.86,24.2,0.9372,0.9955,30.53,0
WAFER-00961,LOT-040,B,Day,Normal,Premium,S1,CH-04,488.93,2.763,122.56,1.412,37.07,20.6,0.8922,0.966,29.36,0
WAFER-00962,LOT-010,B,Day,High_Speed,Standard,S1,CH-02,493.11,2.273,118.69,1.638,43.5,15.5,0.9495,0.9664,29.74,0
WAFER-00963,LOT-010,B,Day,Normal,Standard,S2,CH-02,471.93,2.585,116.98,1.608,29.33,20.7,0.9362,0.9738,33.54,0
WAFER-00964,LOT-034,B,Day,Normal,Advanced,S2,CH-01,453.87,,117.36,1.501,38.07,18.9,0.881,0.9795,35.66,0
WAFER-00965,LOT-029,A,Night,High_Speed,Standard,S2,CH-02,488.47,2.446,115.62,1.592,25.05,19.7,0.9322,0.9769,33.86,1
WAFER-00966,LOT-018,A,Day,Normal,Standard,S2,CH-01,492.7,2.491,111.61,1.684,43.47,16.7,0.958,,35.37,0
WAFER-00967,LOT-037,A,Day,Normal,Advanced,S3,CH-02,503.02,2.368,139.41,1.482,26.45,18.7,0.9588,0.9724,29.61,0
WAFER-00968,LOT-037,B,Night,Normal,Advanced,S3,CH-04,489.99,2.495,129.95,1.562,31.14,22.0,0.9293,0.9693,31.74,0
WAFER-00969,LOT-031,C,Day,Normal,Advanced,S2,CH-02,468.3,2.691,127.0,1.522,30.42,24.7,0.9114,0.9445,30.2,0
WAFER-00970,LOT-013,C,Day,Normal,Advanced,S2,CH-03,487.01,2.102,118.85,1.573,35.08,25.0,0.9456,0.9555,25.39,0
WAFER-00971,LOT-011,B,Night,Normal,Advanced,S1,CH-01,492.83,2.537,114.5,1.564,,19.7,0.9117,0.9912,31.67,0
WAFER-00972,LOT-035,C,Night,Normal,Premium,S1,CH-01,481.53,2.567,112.81,1.672,45.12,29.1,0.9196,0.9677,32.72,0
WAFER-00973,LOT-039,B,Night,Normal,Standard,S3,CH-01,482.48,2.158,103.93,1.38,34.0,18.0,0.94,0.9675,30.51,0
WAFER-00974,LOT-035,A,Night,Normal,Advanced,S1,CH-02,494.89,2.75,,1.63,39.37,19.3,0.99,0.9732,31.15,0
WAFER-00975,LOT-031,C,Day,Normal,Standard,S3,CH-01,471.62,2.349,134.1,1.575,34.3,20.3,0.9373,0.9605,26.94,1
WAFER-00976,LOT-029,C,Night,High_Speed,Standard,S2,CH-02,501.88,2.224,113.26,1.434,38.11,28.1,0.952,0.9778,25.19,0
WAFER-00977,LOT-023,C,Night,Normal,Advanced,S2,CH-02,495.87,2.748,119.15,1.319,50.52,26.5,0.9669,0.9586,28.24,0
WAFER-00978,LOT-016,C,Day,High_Speed,Standard,S3,CH-04,515.05,2.318,116.58,1.626,32.31,8.8,0.9426,0.9672,26.3,0
WAFER-00979,LOT-013,A,Day,Normal,Standard,S1,CH-02,459.55,2.448,126.92,1.619,40.37,22.5,0.9253,0.9608,32.57,0
WAFER-00980,LOT-004,A,Night,High_Speed,Advanced,S1,CH-03,488.88,2.479,96.31,1.488,53.21,16.4,0.9378,0.9652,34.37,0
WAFER-00981,LOT-010,A,Night,Normal,Premium,S1,CH-02,477.51,2.606,117.44,1.424,44.67,19.5,0.9397,1.0,35.67,0
WAFER-00982,LOT-024,A,Night,Normal,Advanced,S1,CH-03,478.54,2.611,120.2,1.662,43.01,15.6,,0.9936,26.96,0
WAFER-00983,LOT-001,A,Night,Normal,Standard,S1,CH-03,485.52,2.575,121.37,1.509,34.38,24.1,0.9498,0.962,27.96,0
WAFER-00984,LOT-017,A,Night,High_Speed,Premium,S2,CH-02,474.19,2.603,,1.496,34.04,16.2,0.9081,0.9856,32.55,0
WAFER-00985,LOT-014,C,Night,Normal,Advanced,S3,CH-01,482.58,2.656,116.38,1.553,37.83,22.3,0.8767,0.9609,27.14,1
WAFER-00986,LOT-038,A,Day,Normal,Advanced,,CH-01,482.09,2.663,128.26,1.481,39.56,24.5,0.92,0.9523,33.3,0
WAFER-00987,LOT-023,A,Night,Normal,Advanced,S1,CH-02,481.24,2.415,130.7,1.618,43.45,32.7,0.9437,0.9579,33.04,0
WAFER-00988,LOT-011,B,Night,Normal,Advanced,S1,CH-01,499.48,2.565,126.85,1.347,41.05,19.0,0.9264,0.9598,29.0,0
WAFER-00989,LOT-040,C,Day,Normal,Standard,S2,CH-02,509.71,2.52,124.73,1.526,30.83,7.5,0.9316,0.9724,32.69,0
WAFER-00990,LOT-035,A,Day,High_Speed,Premium,S1,CH-01,499.59,2.768,,1.576,,16.8,0.9203,0.954,35.27,0
WAFER-00991,LOT-018,C,Night,Normal,Standard,S1,CH-02,472.65,2.348,108.23,1.498,46.66,19.4,0.8886,0.9649,26.45,0
WAFER-00992,LOT-004,B,Day,Normal,Standard,S1,CH-01,501.29,2.111,133.51,1.446,38.49,14.9,0.9414,0.9843,33.5,0
WAFER-00993,LOT-039,B,Day,Normal,Premium,S2,CH-01,492.59,2.326,122.98,1.523,37.49,30.7,0.9355,0.9705,31.84,0
WAFER-00994,LOT-040,B,Night,High_Speed,Advanced,S1,CH-01,485.05,2.304,128.18,1.452,44.95,16.5,0.9211,0.9817,35.19,0
WAFER-00995,LOT-023,C,Day,Normal,Advanced,S1,CH-02,468.15,2.639,,1.488,41.34,24.3,0.8737,0.9703,27.77,0
WAFER-00996,LOT-038,B,Day,High_Speed,Premium,S1,CH-04,471.59,2.423,,1.612,33.01,21.7,0.8701,0.9515,25.65,0
WAFER-00997,LOT-028,B,Day,Normal,Standard,S3,CH-01,481.32,2.338,125.43,1.45,29.94,10.8,0.9365,0.971,32.87,0
WAFER-00998,LOT-001,A,Night,Normal,Standard,S1,CH-01,497.57,2.835,114.3,1.44,38.97,28.5,0.9247,0.97,26.33,0
WAFER-00999,LOT-019,B,Day,Normal,Standard,S3,CH-02,472.55,2.343,137.48,1.747,41.71,13.3,0.9534,0.964,37.19,0
WAFER-01000,LOT-001,A,Day,High_Speed,Standard,S3,CH-01,500.49,2.556,112.48,1.398,39.61,19.3,0.926,0.9593,25.26,0
WAFER-01001,LOT-029,C,Night,Normal,Standard,S3,CH-03,485.61,,122.69,1.435,39.39,22.6,0.948,0.9871,28.65,0
WAFER-01002,LOT-023,C,Day,High_Speed,Advanced,S1,CH-01,490.46,2.503,120.79,1.609,31.3,18.2,0.948,0.9523,26.06,0
WAFER-01003,LOT-027,B,Day,Normal,Standard,S1,CH-03,481.01,2.415,131.06,1.5,41.53,15.2,0.9465,0.9686,29.33,0
WAFER-01004,LOT-009,B,Night,Normal,Standard,S1,CH-04,478.61,2.303,123.77,1.515,21.69,20.9,0.9474,0.9471,32.61,0
WAFER-01005,LOT-022,C,Day,High_Speed,Standard,S2,CH-01,493.77,,123.11,1.565,29.15,16.2,0.9002,0.9727,26.83,0
WAFER-01006,LOT-001,C,Day,Normal,Standard,S2,CH-03,478.85,2.339,117.0,1.555,45.51,19.0,0.9771,0.9797,26.47,0
WAFER-01007,LOT-010,B,Night,Normal,Advanced,S2,CH-03,499.96,2.368,106.94,1.504,,20.1,0.902,0.9813,30.76,0
WAFER-01008,LOT-020,B,Day,Normal,Premium,S1,CH-04,490.42,2.433,117.32,1.497,28.61,12.4,0.9143,0.9752,31.14,0
WAFER-01009,LOT-015,B,Night,High_Speed,Standard,S1,CH-04,481.73,2.681,121.39,1.316,37.85,19.4,0.923,,26.06,0
WAFER-01010,LOT-006,A,Night,Normal,Premium,S1,CH-03,463.78,2.776,111.25,1.589,41.03,13.7,0.9319,0.9719,34.84,0
WAFER-01011,LOT-029,A,Night,Normal,Standard,S1,CH-04,499.16,,121.38,1.572,46.67,9.5,0.9447,0.9385,36.97,0
WAFER-01012,LOT-040,B,Night,,Advanced,S2,CH-01,492.45,2.685,119.38,1.402,47.62,74.5,0.9241,1.0,21.23,1
WAFER-01013,LOT-012,C,Night,Normal,Premium,S2,CH-01,492.85,2.942,119.75,1.593,40.15,15.2,0.9181,0.9909,37.16,0
WAFER-01014,LOT-022,B,Day,Normal,Premium,S3,CH-03,454.06,2.78,127.78,1.488,40.41,15.2,0.9719,0.9827,32.84,0
WAFER-01015,LOT-017,B,Day,Normal,Advanced,S3,CH-01,484.76,2.44,118.05,1.411,,17.2,0.892,0.9775,27.3,0
WAFER-01016,LOT-024,A,Day,Normal,Advanced,S1,CH-03,482.14,2.761,114.87,1.593,32.26,16.3,0.9537,0.9548,27.97,0
WAFER-01017,LOT-027,B,Night,Normal,Advanced,S2,CH-03,493.2,2.163,128.06,1.457,29.48,12.5,0.922,0.9773,29.46,0
WAFER-01018,LOT-008,A,Day,Normal,Advanced,S2,CH-02,489.57,2.247,110.61,1.465,44.76,17.4,0.9725,0.9835,32.09,0
WAFER-01019,LOT-003,C,Night,Normal,Standard,S2,CH-03,451.3,2.503,113.91,1.521,47.15,86.0,0.9534,0.9681,31.87,0
WAFER-01020,LOT-016,B,Day,Normal,Standard,S1,CH-03,474.77,2.637,121.31,1.478,40.64,16.0,0.9536,,31.09,0
WAFER-01021,LOT-034,A,Day,Normal,Advanced,S2,CH-02,474.89,2.62,105.44,1.447,43.75,18.0,0.9425,0.9814,32.63,0
WAFER-01022,LOT-007,A,Night,Normal,Premium,S1,CH-02,493.5,2.447,127.74,1.519,46.37,18.4,0.8801,0.971,73.87,0
WAFER-01023,LOT-014,C,Day,Normal,Premium,S2,CH-02,476.28,2.613,121.81,1.665,35.13,16.2,0.8703,0.9547,26.81,0
WAFER-01024,LOT-002,A,Day,Normal,Standard,S3,CH-01,499.09,2.163,122.11,1.592,30.88,20.4,0.8883,0.9681,32.8,0
WAFER-01025,LOT-020,C,Day,Normal,Premium,S2,CH-04,474.68,2.185,122.29,1.551,36.25,17.4,0.931,0.9583,33.69,1
WAFER-01026,LOT-016,C,Day,High_Speed,Standard,S1,CH-01,487.42,2.643,121.1,1.811,35.16,18.3,0.9586,0.9804,24.73,0
WAFER-01027,LOT-003,A,Day,Normal,Advanced,S3,CH-03,487.03,2.122,127.93,1.497,36.7,9.6,0.9382,0.9676,29.58,0
WAFER-01028,LOT-001,A,Day,High_Speed,Advanced,S1,CH-02,484.25,2.545,126.99,1.377,37.86,19.1,0.9173,0.9734,20.51,0
WAFER-01029,LOT-021,B,Night,Normal,Advanced,S1,CH-02,491.27,2.294,116.7,1.404,31.88,10.2,0.9649,0.9933,29.05,0
WAFER-01030,LOT-004,C,Day,Normal,Premium,S1,CH-02,470.09,2.575,120.41,1.839,38.61,20.4,0.9061,0.9619,35.3,0
WAFER-01031,LOT-010,C,Night,Normal,Standard,S2,CH-03,481.16,2.48,131.25,1.565,41.82,15.9,0.9029,0.9655,97.9,1
WAFER-01032,LOT-020,A,Day,Normal,Advanced,S2,CH-02,483.77,2.628,119.46,1.557,42.4,13.1,0.9705,0.9874,30.85,0
WAFER-01033,LOT-031,A,Day,Normal,Standard,S1,CH-04,493.41,2.505,120.69,1.482,46.55,5.4,0.9371,0.9669,35.64,0
WAFER-01034,LOT-036,B,Day,Normal,Standard,S2,CH-01,471.04,2.678,122.33,1.591,,17.2,0.9476,0.9794,39.18,0
WAFER-01035,LOT-014,B,Day,Normal,Advanced,S1,CH-04,500.98,2.403,118.9,1.607,29.35,16.3,0.9582,0.9717,34.61,0
WAFER-01036,LOT-012,B,Night,High_Speed,Standard,S2,CH-04,463.77,2.555,119.35,1.553,37.13,24.7,0.9446,0.9837,24.47,0
WAFER-01037,LOT-004,A,Day,Normal,Advanced,S1,CH-04,481.88,2.57,107.8,1.548,35.14,15.0,0.93,0.9522,30.47,1
WAFER-01038,LOT-004,A,Day,Normal,Advanced,S1,CH-04,477.14,2.769,121.93,1.497,40.91,26.5,0.9295,0.953,37.88,1
WAFER-01039,LOT-027,B,Day,Normal,Advanced,S3,CH-02,494.22,2.584,112.5,1.515,36.98,16.2,0.9672,0.9776,31.69,0
WAFER-01040,LOT-008,C,Night,Normal,Standard,S2,CH-03,481.91,2.331,117.1,1.502,35.09,22.9,0.9238,0.9654,26.47,0
WAFER-01041,LOT-022,A,Day,High_Speed,Standard,S1,CH-01,491.31,2.337,107.04,1.416,44.17,20.4,0.9564,,29.25,0
WAFER-01042,LOT-001,C,Day,Normal,Advanced,S1,CH-01,450.01,2.932,125.52,1.547,36.31,95.0,0.9752,0.9622,34.71,1
WAFER-01043,LOT-033,C,Day,Normal,Standard,S2,CH-01,474.96,2.463,117.34,1.446,47.96,21.6,0.9292,0.9703,25.7,0
WAFER-01044,LOT-010,B,Day,Normal,Advanced,S1,CH-02,488.59,2.737,105.31,1.473,38.84,18.4,0.9376,0.9664,29.28,0
WAFER-01045,LOT-031,A,Day,Normal,Advanced,S2,CH-01,490.63,2.716,118.95,1.395,32.18,18.3,0.948,0.9803,34.91,0
WAFER-01046,LOT-005,C,Day,Normal,Standard,S1,CH-04,468.68,2.513,102.91,1.48,37.41,11.1,0.9146,0.956,31.95,0
WAFER-01047,LOT-005,B,Day,Normal,Standard,S1,CH-02,475.79,2.455,139.3,1.446,40.78,23.7,0.9391,0.9809,24.92,0
WAFER-01048,LOT-037,A,Night,Normal,Standard,S2,CH-01,492.09,2.833,126.3,1.621,43.85,20.2,0.9256,0.9725,29.92,0
WAFER-01049,LOT-014,C,Day,Normal,Advanced,S1,CH-03,485.75,2.446,132.27,1.389,31.37,16.7,0.939,0.9894,34.63,0
WAFER-01050,LOT-036,C,Day,Normal,Standard,S1,CH-02,488.07,2.35,112.17,1.609,38.21,14.2,0.9467,0.9824,29.52,0
WAFER-01051,LOT-038,C,Day,Normal,Advanced,S2,CH-01,474.52,2.287,,1.482,50.87,16.9,0.927,0.9691,31.6,0
WAFER-01052,LOT-016,C,Day,Normal,Advanced,S1,CH-01,464.87,2.62,114.97,1.754,41.75,22.3,0.9661,0.9626,29.15,0
WAFER-01053,LOT-005,B,Night,Normal,Standard,S2,CH-02,466.2,2.711,110.2,1.509,35.55,76.5,0.9388,0.9609,33.72,1
WAFER-01054,LOT-003,B,Day,Normal,Standard,S3,CH-02,477.69,2.436,121.71,1.761,37.01,20.8,0.9628,0.9733,29.08,0
WAFER-01055,LOT-004,C,Night,Normal,Premium,S1,CH-03,480.04,2.632,130.62,1.569,35.59,20.3,0.9162,0.9616,29.34,0
WAFER-01056,LOT-021,C,Day,Normal,Standard,S2,CH-01,489.16,,118.52,1.487,39.7,21.3,0.8865,0.9908,26.29,0
WAFER-01057,LOT-032,A,Day,Normal,Advanced,S1,CH-03,446.89,2.252,117.01,1.456,40.68,17.6,0.9605,0.9838,36.9,0
WAFER-01058,LOT-028,B,Day,Normal,Advanced,S3,CH-03,485.12,2.641,118.16,1.733,40.22,16.2,0.9051,0.9739,34.08,0
WAFER-01059,LOT-040,B,Night,,Premium,S2,CH-04,469.98,2.488,133.98,1.64,37.27,22.4,0.9332,0.9576,30.81,0
WAFER-01060,LOT-032,C,Night,High_Speed,Standard,S1,CH-02,485.07,2.653,111.4,1.584,48.05,23.6,0.8982,0.9643,30.31,0
WAFER-01061,LOT-038,A,Night,High_Speed,Advanced,S2,CH-02,470.72,2.411,133.95,1.54,41.91,18.0,0.9236,0.9705,25.91,0
WAFER-01062,LOT-025,B,Night,Normal,Standard,S3,CH-02,482.98,2.523,124.42,1.734,45.99,26.3,0.9401,0.974,31.68,0
WAFER-01063,LOT-036,A,Day,Normal,Advanced,S1,CH-02,470.96,2.359,105.08,1.635,,14.2,0.8888,0.9623,29.68,0
WAFER-01064,LOT-003,C,Day,Normal,Standard,S3,CH-03,493.4,2.574,108.71,1.385,32.91,15.1,0.9378,0.966,29.37,0
WAFER-01065,LOT-024,B,Night,Normal,Standard,S1,CH-01,480.02,2.327,117.51,1.502,44.25,23.3,0.9575,0.9602,28.63,0
WAFER-01066,LOT-009,B,Day,Normal,Standard,S1,CH-04,472.0,2.677,113.18,1.494,43.49,12.5,0.9201,0.9541,33.42,0
WAFER-01067,LOT-027,C,Day,Normal,Standard,S1,CH-03,476.01,2.677,120.43,1.666,36.42,95.9,0.9534,0.9866,29.95,1
WAFER-01068,LOT-034,A,Day,Normal,Standard,S1,CH-01,472.94,2.335,126.58,1.732,34.56,20.5,0.9268,0.9702,29.76,0
WAFER-01069,LOT-022,A,Night,Normal,Advanced,S1,CH-02,479.98,2.722,111.8,1.549,30.25,27.2,0.9113,0.9753,27.75,0
WAFER-01070,LOT-035,C,Day,High_Speed,Advanced,S1,CH-01,496.15,2.413,119.15,1.429,40.98,20.1,0.934,0.9732,29.41,0
WAFER-01071,LOT-028,A,Day,High_Speed,Premium,S1,CH-01,480.56,2.82,107.36,1.554,44.81,16.8,0.9475,0.9653,31.05,0
